271.84393;170.25414
273.9295;171.88916
282.13943;176.51573
282.13943;176.51573
286.48355;179.97713
286.48355;179.97713
281.6906;176.83174
281.6906;176.83174
283.9764;177.93634
283.9764;177.93634
289.66946;181.69269
289.66946;181.69269
293.48267;184.37225
293.48267;184.37225
291.3117;181.79279
290.92477;181.65994
301.6284;189.91588
301.6284;189.91588
297.1666;184.76138
297.1666;184.76138
302.84164;188.42628
302.84164;188.42628
311.0189;195.09372
311.0189;195.09372
316.6478;199.1401
316.6478;199.1401
322.72763;203.45113
322.72763;203.45113
322.89136;203.82289
322.89136;203.82289
321.09332;201.55774
321.09332;201.55774
331.7052;210.24788
331.7052;210.24788
335.12415;212.53665
335.12415;212.53665
340.3114;216.75786
340.3114;216.75786
336.0718;213.64476
336.0718;213.64476
332.69363;209.9328
332.69363;209.9328
342.34134;218.44524
342.34134;218.44524
338.87222;214.51663
338.87222;214.51663
344.91992;219.73799
344.91992;219.73799
345.2357;218.73569
345.2357;218.73569
347.36438;220.22601
347.36438;220.22601
353.87283;226.7806
353.87283;226.7806
358.64517;230.61131
358.64517;230.61131
374.9482;247.3237
374.9482;247.3237
362.36826;234.28459
362.36826;234.28459
375.16788;245.95099
375.16788;245.95099
375.04474;246.329
375.04474;246.329
375.86084;245.64273
375.86084;245.64273
375.61935;245.49269
375.61935;245.49269
376.02762;244.84924
376.02762;244.84924
376.01324;243.59212
376.01324;243.59212
375.57822;242.53851
375.57822;242.53851
375.68134;241.90915
375.68134;241.90915
375.42746;241.02821
375.42746;241.02821
376.01654;240.05467
376.01654;240.05467
376.2617;239.8478
376.2617;239.8478
364.23407;226.1627
364.23407;226.1627
375.7972;237.91876
375.7972;237.91876
375.60898;236.52567
375.60898;236.52567
374.44232;235.12675
374.44232;235.12675
375.06042;234.73015
375.06042;234.73015
374.7376;232.91563
374.7376;232.91563
375.7501;231.77582
375.7501;231.77582
375.27505;230.21565
375.27505;230.21565
375.48874;229.00505
375.48874;229.00505
375.03455;229.01912
375.03455;229.01912
375.00638;227.78679
375.00638;227.78679
375.13248;227.5595
375.13248;227.5595
375.38385;227.43533
375.38385;227.43533
375.03415;226.38808
375.03415;226.38808
374.02505;225.38452
374.02505;225.38452
373.84113;225.20761
373.84113;225.20761
373.68423;225.015
373.68423;225.015
373.53976;225.15295
373.53976;225.15295
373.3622;224.74255
373.3622;224.74255
372.8476;224.98108
372.8476;224.98108
372.46667;224.13638
372.46667;224.13638
371.538;223.60605
371.538;223.60605
370.25604;223.14934
370.25604;223.14934
368.83978;223.40431
368.83978;223.40431
368.35526;222.7133
368.35526;222.7133
367.05405;223.65666
367.05405;223.65666
365.66724;222.93509
365.66724;222.93509
364.7123;223.53639
364.7123;223.53639
362.52032;224.19455
362.52032;224.19455
361.2579;224.40936
361.2579;224.40936
359.54584;224.57593
359.54584;224.57593
356.2316;224.40086
356.2316;224.40086
353.7709;224.86835
353.7709;224.86835
351.4201;225.46445
351.4201;225.46445
348.78864;225.67294
348.78864;225.67294
346.19644;225.99266
346.19644;225.99266
344.10092;226.52812
344.10092;226.52812
341.95947;225.77917
341.95947;225.77917
339.18185;225.46579
339.18185;225.46579
336.58218;225.7719
336.58218;225.7719
332.92596;226.21526
332.92596;226.21526
330.64236;225.5569
330.64236;225.5569
327.93356;225.69896
327.93356;225.69896
325.0513;225.82903
325.0513;225.82903
321.87967;226.80138
321.87967;226.80138
319.44104;226.62784
319.44104;226.62784
317.36707;226.17284
317.36707;226.17284
314.66864;227.18524
314.66864;227.18524
312.56128;226.98274
312.56128;226.98274
311.81836;226.48372
311.81836;226.48372
309.33618;226.62541
309.33618;226.62541
307.31985;225.26768
307.31985;225.26768
306.2665;224.33534
306.2665;224.33534
304.75717;224.22798
304.75717;224.22798
303.99695;222.81718
303.99695;222.81718
301.78036;221.91418
301.78036;221.91418
300.99176;220.08727
300.99176;220.08727
299.373;219.50346
299.373;219.50346
298.10965;217.82623
298.10965;217.82623
297.4997;216.47534
297.4997;216.47534
295.8806;213.84042
295.8806;213.84042
294.9143;211.89236
294.9143;211.89236
293.58923;209.48738
293.58923;209.48738
292.34296;207.50166
292.34296;207.50166
291.2103;205.56792
291.2103;205.56792
290.0431;203.04712
290.0431;203.04712
288.91287;199.97919
288.91287;199.97919
287.45932;196.94229
286.64105;194.45886
286.64105;194.45886
285.62335;191.28871
285.62335;191.28871
284.4857;188.17569
284.4857;188.17569
283.8929;185.86873
283.8929;185.86873
283.53934;182.42035
283.53934;182.42035
282.35715;179.63228
282.35715;179.63228
281.77298;176.62466
281.77298;176.62466
281.0462;174.35298
281.0462;174.35298
281.0492;173.10245
281.0492;173.10245
280.25076;170.30191
280.25076;170.30191
278.978;167.35725
278.978;167.35725
278.93704;165.53401
278.93704;165.53401
278.72708;164.53212
278.72708;164.53212
278.2718;162.91217
278.2718;162.91217
276.79092;160.51543
276.79092;160.51543
276.84473;159.35532
276.84473;159.35532
275.8403;157.93913
275.8403;157.93913
274.7049;156.37633
274.7049;156.37633
274.46198;155.16783
274.46198;155.16783
273.1008;154.4156
273.1008;154.4156
272.30157;153.097
272.30157;153.097
271.18533;151.74107
271.18533;151.74107
269.92834;150.36409
269.92834;150.36409
268.92523;149.36621
268.92523;149.36621
267.34756;148.57033
267.34756;148.57033
266.1431;147.08513
266.1431;147.08513
264.98236;146.17876
264.98236;146.17876
263.07245;145.88023
263.07245;145.88023
263.21692;145.83134
263.21692;145.83134
259.1245;142.95929
259.1245;142.95929
257.4479;141.37476
257.4479;141.37476
256.19846;139.68756
256.19846;139.68756
254.3934;139.17433
254.3934;139.17433
252.37997;137.93123
252.37997;137.93123
251.0265;136.50641
251.0265;136.50641
248.72826;135.25714
248.72826;135.25714
246.48312;134.5122
246.48312;134.5122
244.86736;133.76476
244.86736;133.76476
243.11316;132.97725
243.11316;132.97725
241.66612;132.42337
241.66612;132.42337
240.14925;131.18784
240.14925;131.18784
239.20453;130.08763
239.20453;130.08763
238.02951;129.19821
238.02951;129.19821
236.27345;128.46901
236.27345;128.46901
234.79695;127.906006
234.79695;127.906006
233.66139;127.76892
233.66139;127.76892
232.4456;126.828
232.4456;126.828
230.99939;126.11724
230.99939;126.11724
229.3966;125.49343
229.3966;125.49343
228.2403;124.298706
228.2403;124.298706
228.03714;122.92318
228.03714;122.92318
226.76233;122.43592
226.76233;122.43592
224.84225;121.246605
224.84225;121.246605
223.927;119.46139
223.927;119.46139
222.91225;118.648224
222.91225;118.648224
221.51195;117.51194
221.51195;117.51194
220.84648;116.19815
220.84648;116.19815
219.81625;114.65009
219.81625;114.65009
218.75735;113.958
218.75735;113.958
218.27907;111.97296
218.27907;111.97296
217.03784;110.14447
217.03784;110.14447
216.08162;108.25308
216.08162;108.25308
215.752;106.15591
215.752;106.15591
213.91492;103.70284
213.91492;103.70284
213.66383;101.63815
213.66383;101.63815
211.7254;99.34152
211.7254;99.34152
211.08551;97.36662
211.08551;97.36662
210.01471;94.87218
210.01471;94.87218
208.94003;92.85309
208.94003;92.85309
207.6127;90.282875
207.6127;90.282875
207.01791;88.537834
207.01791;88.537834
205.4919;86.451256
205.4919;86.451256
204.71602;83.9879
204.71602;83.9879
204.13835;82.06202
204.13835;82.06202
203.98376;81.313545
203.98376;81.313545
202.25641;79.43023
202.25641;79.43023
201.11128;78.0214
201.11128;78.0214
200.5659;77.40053
200.5659;77.40053
198.70511;75.51657
198.70511;75.51657
198.28622;75.59039
198.28622;75.59039
197.00711;74.68137
197.00711;74.68137
195.07697;74.06904
195.07697;74.06904
193.42729;73.91071
193.42729;73.91071
193.20006;73.37984
193.20006;73.37984
192.02512;73.230225
192.02512;73.230225
190.60979;73.74881
190.60979;73.74881
189.58241;74.205444
189.58241;74.205444
188.38329;74.41374
188.38329;74.41374
186.20802;75.33225
186.20802;75.33225
185.07942;76.59757
185.07942;76.59757
184.00594;77.73244
184.00594;77.73244
182.59048;79.08029
182.59048;79.08029
181.211;80.63927
181.211;80.63927
179.35889;81.892395
179.35889;81.892395
177.87605;83.839
177.87605;83.839
176.33154;85.88764
176.33154;85.88764
174.6507;88.10932
174.6507;88.10932
173.7977;91.06998
173.7977;91.06998
172.01039;93.19984
172.01039;93.19984
170.33366;94.97239
170.33366;94.97239
169.47835;97.62123
169.47835;97.62123
166.97171;100.410484
166.97171;100.410484
165.7598;102.96449
165.7598;102.96449
